https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume ENJ,Volume BRL,tradecount
1621987200000,2021-05-26,ENJBRL,6.672,11.078,6.496,10.352,741712.69,6830941.26004,5482
1621900800000,2021-05-25,ENJBRL,6.763,7.075,5.865,6.616,164687.95,1047193.69248,1079
1621814400000,2021-05-24,ENJBRL,5.181,7.236,4.983,6.763,340113.33,2152878.47309,1988
1621728000000,2021-05-23,ENJBRL,6.4,6.644,4.107,5.171,194708.16,987116.98306,1498
1621641600000,2021-05-22,ENJBRL,6.985,7.038,6.097,6.46,89625.38,580635.72679,702
1621555200000,2021-05-21,ENJBRL,8.022,8.55,5.878,6.985,324606.41,2367337.94663,1870
1621468800000,2021-05-20,ENJBRL,6.528,8.438,5.686,8.001,375455.05,2733660.70051,2648
1621382400000,2021-05-19,ENJBRL,10.087,10.288,4.503,6.551,660990.01,4902502.75281,3734
1621296000000,2021-05-18,ENJBRL,9.551,10.72,9.491,10.046,94921.6,968357.10396,1067
1621209600000,2021-05-17,ENJBRL,10.431,10.726,9.187,9.585,76519.14,752417.49775,858
1621123200000,2021-05-16,ENJBRL,10.418,11.4,9.717,10.5,48983.86,515952.60813,758
1621036800000,2021-05-15,ENJBRL,11.341,11.4,10.331,10.44,31557.77,344599.01515,631
1620950400000,2021-05-14,ENJBRL,11.007,11.627,10.923,11.341,63327.12,715942.72338,803
1620864000000,2021-05-13,ENJBRL,10.832,11.575,10.065,11.0,245696.8,2732667.83945,1802
1620777600000,2021-05-12,ENJBRL,12.272,13.699,10.758,10.762,182887.55,2253888.31381,1811
1620691200000,2021-05-11,ENJBRL,11.746,12.364,11.393,12.254,94472.17,1128922.00635,973
1620604800000,2021-05-10,ENJBRL,12.905,13.241,10.895,11.749,80483.57,982088.48527,1157
1620518400000,2021-05-09,ENJBRL,13.023,13.155,12.34,12.907,40430.47,518758.81534,857
1620432000000,2021-05-08,ENJBRL,13.181,13.641,12.925,13.1,54812.01,728801.59543,926
1620345600000,2021-05-07,ENJBRL,13.264,14.35,12.85,13.204,90803.99,1237268.90299,1402
1620259200000,2021-05-06,ENJBRL,13.95,13.95,12.88,13.252,58831.43,789899.42669,1083
1620172800000,2021-05-05,ENJBRL,12.81,14.42,12.749,14.04,89499.55,1209951.97627,1215
1620086400000,2021-05-04,ENJBRL,14.38,14.381,12.6,12.839,110184.41,1483748.34605,1639
1620000000000,2021-05-03,ENJBRL,14.418,14.985,14.25,14.393,40442.49,590043.24158,857
1619913600000,2021-05-02,ENJBRL,14.955,15.007,14.237,14.437,38368.83,558519.53242,700
1619827200000,2021-05-01,ENJBRL,15.092,15.5,14.625,14.951,46271.67,694848.57161,876
1619740800000,2021-04-30,ENJBRL,14.229,15.333,13.59,15.114,72512.72,1067237.36349,1008
1619654400000,2021-04-29,ENJBRL,14.727,15.324,13.587,14.23,113844.83,1658773.2044,1335
1619568000000,2021-04-28,ENJBRL,14.278,15.17,13.034,14.737,148115.82,2129183.07457,1587
1619481600000,2021-04-27,ENJBRL,13.873,14.48,13.586,14.269,61507.77,862152.65509,1014
1619395200000,2021-04-26,ENJBRL,11.259,14.031,11.199,13.91,168944.68,2179590.07461,1404
1619308800000,2021-04-25,ENJBRL,11.297,12.365,10.76,11.226,57058.43,659490.77794,913
1619222400000,2021-04-24,ENJBRL,12.5,12.5,11.099,11.206,69176.67,815611.93829,842
1619136000000,2021-04-23,ENJBRL,12.221,12.45,9.377,12.437,310949.25,3432110.80643,2772
1619049600000,2021-04-22,ENJBRL,14.013,14.352,12.0,12.25,115952.44,1572736.32262,2126
1618963200000,2021-04-21,ENJBRL,14.55,15.733,13.914,13.975,164106.83,2460485.00497,2762
1618876800000,2021-04-20,ENJBRL,13.676,14.633,12.2,14.545,179067.27,2436021.66132,2595
1618790400000,2021-04-19,ENJBRL,15.378,15.785,12.512,13.55,261915.31,3810113.82399,2471
1618704000000,2021-04-18,ENJBRL,16.943,17.071,12.0,15.357,118914.09,1775120.93589,3132
1618617600000,2021-04-17,ENJBRL,17.154,17.92,16.82,16.95,41771.28,723011.71141,1249
1618531200000,2021-04-16,ENJBRL,18.142,18.214,16.291,17.154,77189.46,1325527.65915,1972
1618444800000,2021-04-15,ENJBRL,16.785,18.658,16.455,18.071,129163.5,2281036.77659,2405
1618358400000,2021-04-14,ENJBRL,17.901,17.937,16.0,16.777,92704.13,1561700.63138,2081
1618272000000,2021-04-13,ENJBRL,17.325,18.6,16.9,17.812,126210.39,2247357.64071,2428
1618185600000,2021-04-12,ENJBRL,17.838,18.071,16.689,17.308,124242.51,2162176.43675,2097
1618099200000,2021-04-11,ENJBRL,18.499,18.824,17.05,17.838,217459.81,3897138.83942,2564
1618012800000,2021-04-10,ENJBRL,19.596,20.285,17.857,18.408,406354.18,7691768.99296,4591
1617926400000,2021-04-09,ENJBRL,18.267,22.564,17.071,19.575,972221.35,19584548.15286,8922
1617840000000,2021-04-08,ENJBRL,16.116,19.589,14.688,18.246,1215935.98,20596403.12472,8961
1617753600000,2021-04-07,ENJBRL,13.158,16.311,11.54,16.133,854323.81,12392468.67341,6583
1617667200000,2021-04-06,ENJBRL,14.056,14.077,13.1,13.158,164471.24,2236780.61924,1936
1617580800000,2021-04-05,ENJBRL,13.95,15.214,13.175,14.057,187084.46,2699087.55539,2652
1617494400000,2021-04-04,ENJBRL,13.45,14.15,13.22,13.98,55435.14,763302.20676,878
1617408000000,2021-04-03,ENJBRL,14.797,14.803,13.129,13.44,55542.22,774784.95587,1929
1617321600000,2021-04-02,ENJBRL,14.354,14.78,13.795,14.78,77569.75,1103766.74214,1297
1617235200000,2021-04-01,ENJBRL,14.555,14.9,13.986,14.346,87970.81,1263960.54391,1305
1617148800000,2021-03-31,ENJBRL,14.4,15.167,13.376,14.546,204416.2,2955145.17765,2303
1617062400000,2021-03-30,ENJBRL,14.421,14.421,13.912,14.393,90421.05,1277569.21171,1023
1616976000000,2021-03-29,ENJBRL,14.481,14.785,13.776,14.416,64494.7,919077.68968,899
1616889600000,2021-03-28,ENJBRL,13.282,15.078,13.101,14.464,107187.84,1525259.45686,1400
1616803200000,2021-03-27,ENJBRL,13.525,13.69,12.781,13.27,86952.3,1159585.53835,825
1616716800000,2021-03-26,ENJBRL,12.025,13.5,12.025,13.5,132929.56,1715594.87606,1067
1616630400000,2021-03-25,ENJBRL,12.285,12.562,11.5,11.984,119555.97,1441387.90798,1066
1616544000000,2021-03-24,ENJBRL,11.6,14.2,11.2,12.333,302845.25,3947358.16285,2522
1616457600000,2021-03-23,ENJBRL,12.151,12.344,11.043,11.522,139266.94,1635848.92545,1229
1616371200000,2021-03-22,ENJBRL,13.625,13.625,11.472,12.1,127914.88,1608743.18918,1033
1616284800000,2021-03-21,ENJBRL,12.192,13.963,11.983,13.634,159142.02,2056524.8908,1324
1616198400000,2021-03-20,ENJBRL,13.807,13.885,12.253,12.253,110732.11,1474023.52572,849
1616112000000,2021-03-19,ENJBRL,14.38,16.0,13.7,13.8,82549.3,1177984.48723,680
