Unix,Date,Symbol,Open,High,Low,Close,Volume AXS,Volume BRL,tradecount
1634860800000,2021-10-22,AXSBRL,679.0,757.7,667.1,740.0,17443.77,12497496.282,5771
1634774400000,2021-10-21,AXSBRL,715.5,750.0,658.0,678.7,17992.53,12699357.071,6407
1634688000000,2021-10-20,AXSBRL,682.8,727.0,674.5,714.5,10390.37,7297023.592,3956
1634601600000,2021-10-19,AXSBRL,679.0,687.0,666.3,681.9,6384.88,4333261.345,2500
1634515200000,2021-10-18,AXSBRL,687.6,689.6,662.4,677.9,7381.56,4968077.427,2800
1634428800000,2021-10-17,AXSBRL,687.7,715.0,673.0,685.4,5279.42,3651405.191,2075
1634342400000,2021-10-16,AXSBRL,693.4,716.7,672.5,691.7,5801.73,4028262.437,2789
1634256000000,2021-10-15,AXSBRL,758.9,811.1,686.0,693.2,23491.12,17161382.257,8011
1634169600000,2021-10-14,AXSBRL,676.0,799.9,666.7,757.9,23133.01,17278913.693,7815
1634083200000,2021-10-13,AXSBRL,683.0,696.3,660.0,676.0,5323.47,3590549.395,2995
1633996800000,2021-10-12,AXSBRL,652.8,707.9,636.0,682.5,12299.85,8394529.67,4452
1633910400000,2021-10-11,AXSBRL,645.0,675.0,622.0,650.0,5433.41,3543181.894,2408
1633824000000,2021-10-10,AXSBRL,699.6,701.3,639.1,645.0,5074.67,3416665.162,2130
1633737600000,2021-10-09,AXSBRL,698.0,732.0,689.0,700.1,6327.5,4475140.439,2513
1633651200000,2021-10-08,AXSBRL,687.5,769.5,663.0,702.6,15473.88,11020865.515,5344
1633564800000,2021-10-07,AXSBRL,694.5,719.1,664.2,687.3,11731.65,8122761.1,4650
1633478400000,2021-10-06,AXSBRL,707.6,780.0,655.0,694.5,26844.27,19265946.554,9212
1633392000000,2021-10-05,AXSBRL,728.8,788.7,690.4,707.6,19221.02,14159733.772,7506
1633305600000,2021-10-04,AXSBRL,736.0,832.0,706.0,731.0,35436.76,27163080.976,14093
1633219200000,2021-10-03,AXSBRL,580.2,747.2,556.1,736.0,34886.57,23011883.061,10702
1633132800000,2021-10-02,AXSBRL,590.5,644.4,569.0,580.2,24929.39,15130923.774,8745
1633046400000,2021-10-01,AXSBRL,405.3,668.5,402.2,591.3,52589.62,27191456.129,14025
1632960000000,2021-09-30,AXSBRL,378.7,429.1,377.1,406.2,8626.46,3499703.082,2944
1632873600000,2021-09-29,AXSBRL,377.5,408.0,370.4,378.4,6867.18,2676352.638,2319
1632787200000,2021-09-28,AXSBRL,345.6,397.8,335.0,377.3,8399.83,3124949.658,2348
1632700800000,2021-09-27,AXSBRL,342.9,360.2,338.8,345.3,3619.54,1270680.706,1001
1632614400000,2021-09-26,AXSBRL,352.1,352.7,315.0,342.9,2820.03,960203.4,995
1632528000000,2021-09-25,AXSBRL,368.0,371.8,348.0,352.6,1981.31,707813.534,823
1632441600000,2021-09-24,AXSBRL,360.0,379.3,340.5,367.1,8353.41,3032790.058,2490
1632355200000,2021-09-23,AXSBRL,328.1,370.1,326.4,359.5,8529.63,3017628.955,2522
1632268800000,2021-09-22,AXSBRL,269.7,342.8,264.0,329.6,12668.78,4016549.458,2866
1632182400000,2021-09-21,AXSBRL,295.9,305.3,256.8,269.4,10264.75,2941755.777,2050
1632096000000,2021-09-20,AXSBRL,338.5,338.5,275.4,295.2,7834.29,2388367.218,2257
1632009600000,2021-09-19,AXSBRL,352.7,355.0,335.9,338.5,3552.3,1221771.875,906
1631923200000,2021-09-18,AXSBRL,351.4,359.0,344.6,352.8,2003.68,704765.139,831
1631836800000,2021-09-17,AXSBRL,355.2,359.7,340.8,350.9,2019.8,710220.578,942
1631750400000,2021-09-16,AXSBRL,361.5,372.6,345.0,355.2,3989.59,1432370.025,1378
1631664000000,2021-09-15,AXSBRL,350.2,367.7,344.4,360.4,4590.86,1637426.797,1300
1631577600000,2021-09-14,AXSBRL,340.0,353.0,335.5,352.0,3902.5,1346067.248,1395
1631491200000,2021-09-13,AXSBRL,370.1,379.0,318.0,339.7,6044.38,2078798.572,1711
1631404800000,2021-09-12,AXSBRL,366.9,376.5,352.0,370.1,3497.01,1273012.797,1200
1631318400000,2021-09-11,AXSBRL,347.7,383.0,345.3,366.3,5788.85,2122118.479,1765
1631232000000,2021-09-10,AXSBRL,364.7,375.0,331.0,347.7,6014.87,2114848.679,2122
1631145600000,2021-09-09,AXSBRL,362.8,384.0,355.7,364.2,8832.5,3264204.195,2783
1631059200000,2021-09-08,AXSBRL,341.8,377.0,315.1,359.4,14872.58,5352653.535,3579
1630972800000,2021-09-07,AXSBRL,413.1,419.9,296.1,340.8,20364.47,7571378.416,5653
1630886400000,2021-09-06,AXSBRL,427.4,441.6,386.1,412.0,10747.38,4480733.117,3132
1630800000000,2021-09-05,AXSBRL,431.2,465.0,417.8,428.6,8977.31,3882446.571,3051
1630713600000,2021-09-04,AXSBRL,384.6,494.3,378.1,431.1,30261.12,13622009.996,7795
1630627200000,2021-09-03,AXSBRL,378.7,396.3,372.5,384.6,6442.66,2482081.077,2539
1630540800000,2021-09-02,AXSBRL,383.0,386.9,370.9,379.0,4680.39,1778194.453,1711
1630454400000,2021-09-01,AXSBRL,375.9,399.9,349.0,384.0,7694.44,2881119.758,2638
1630368000000,2021-08-31,AXSBRL,382.0,397.2,370.9,376.5,4225.53,1599452.955,2021
1630281600000,2021-08-30,AXSBRL,408.5,410.0,365.0,382.0,6088.2,2359555.354,2614
1630195200000,2021-08-29,AXSBRL,392.2,412.6,334.7,409.5,8337.48,3226156.656,2941
1630108800000,2021-08-28,AXSBRL,384.7,416.4,366.0,392.0,7350.01,2915721.783,2871
1630022400000,2021-08-27,AXSBRL,368.9,384.6,362.0,384.6,5511.5,2061815.873,2443
1629936000000,2021-08-26,AXSBRL,381.3,400.1,350.0,369.2,7544.27,2807540.856,3148
1629849600000,2021-08-25,AXSBRL,370.7,397.0,360.1,382.7,6989.74,2679273.627,3481
1629763200000,2021-08-24,AXSBRL,420.8,421.2,358.3,371.1,15519.66,6011266.659,4751
1629676800000,2021-08-23,AXSBRL,416.9,424.8,407.9,420.8,7464.39,3097977.412,3132
1629590400000,2021-08-22,AXSBRL,415.9,429.3,394.2,417.5,5399.73,2240867.445,3069
1629504000000,2021-08-21,AXSBRL,397.9,450.0,397.9,417.0,17365.71,7325178.293,6642
1629417600000,2021-08-20,AXSBRL,388.0,400.5,383.2,397.9,10728.21,4213551.141,3849
1629331200000,2021-08-19,AXSBRL,375.3,395.0,365.5,388.1,13960.5,5283106.098,4921
1629244800000,2021-08-18,AXSBRL,384.1,400.6,351.1,374.6,16489.55,6181756.076,12953
1629158400000,2021-08-17,AXSBRL,351.9,435.3,345.9,385.0,36649.59,14413841.41,20965
1629072000000,2021-08-16,AXSBRL,358.2,373.3,349.0,351.9,13671.81,4924616.624,9072
1628985600000,2021-08-15,AXSBRL,358.1,359.3,334.3,358.9,6915.35,2425058.51,5101
1628899200000,2021-08-14,AXSBRL,372.0,373.3,342.0,358.2,13184.62,4744674.022,8390
1628812800000,2021-08-13,AXSBRL,350.0,387.9,349.2,373.1,21810.17,8023297.891,6814
1628726400000,2021-08-12,AXSBRL,351.5,392.0,334.1,350.0,33255.5,12052532.264,12963
1628640000000,2021-08-11,AXSBRL,337.5,405.0,331.0,351.0,62471.99,22780883.708,14885
1628553600000,2021-08-10,AXSBRL,229.3,339.0,228.3,334.5,40794.37,12181991.01,7697
1628467200000,2021-08-09,AXSBRL,222.3,238.5,214.5,229.3,8680.1,1983938.279,1968
1628380800000,2021-08-08,AXSBRL,217.6,250.4,211.6,222.3,9862.56,2276926.658,2264
1628294400000,2021-08-07,AXSBRL,223.9,229.0,212.0,217.2,9027.15,1993670.493,1998
1628208000000,2021-08-06,AXSBRL,214.8,274.8,210.0,223.6,8660.05,1989031.065,2034
