Unix,Date,Symbol,Open,High,Low,Close,Volume FIS,Volume BRL,tradecount
1635724800000,2021-11-01,FISBRL,9.6,9.7,9.25,9.47,22517.7,213096.056,366
1635638400000,2021-10-31,FISBRL,9.18,10.0,8.91,9.62,539663.7,5178150.001,1486
1635552000000,2021-10-30,FISBRL,9.36,9.74,8.94,9.24,28573.1,265314.921,459
1635465600000,2021-10-29,FISBRL,8.96,9.58,8.91,9.36,51343.9,474569.624,655
1635379200000,2021-10-28,FISBRL,8.61,9.2,8.46,8.9,41990.5,372674.052,700
1635292800000,2021-10-27,FISBRL,10.1,10.18,8.55,8.58,56239.0,511620.738,819
1635206400000,2021-10-26,FISBRL,10.3,10.6,10.05,10.1,186297.5,1918700.336,1117
1635120000000,2021-10-25,FISBRL,10.26,10.79,10.22,10.31,37161.9,387908.891,463
1635033600000,2021-10-24,FISBRL,10.31,10.99,10.05,10.27,42814.9,444720.625,544
1634947200000,2021-10-23,FISBRL,10.26,10.55,10.0,10.31,26608.6,274231.832,281
1634860800000,2021-10-22,FISBRL,10.3,10.65,10.2,10.33,45568.5,473356.359,436
1634774400000,2021-10-21,FISBRL,10.07,10.67,9.87,10.3,92190.8,945782.649,843
1634688000000,2021-10-20,FISBRL,9.5,11.3,9.37,10.06,143416.0,1473455.619,1495
1634601600000,2021-10-19,FISBRL,9.6,9.62,9.3,9.5,13257.2,125770.039,278
1634515200000,2021-10-18,FISBRL,9.37,9.65,9.16,9.61,15250.7,143892.077,288
1634428800000,2021-10-17,FISBRL,9.81,9.81,9.1,9.49,23312.4,219523.932,345
1634342400000,2021-10-16,FISBRL,9.73,10.21,9.43,9.74,36916.7,360897.191,501
1634256000000,2021-10-15,FISBRL,9.22,10.89,9.0,9.72,76627.5,740926.754,1128
1634169600000,2021-10-14,FISBRL,8.89,9.6,8.8,9.37,36133.5,335326.457,649
1634083200000,2021-10-13,FISBRL,8.91,9.1,8.5,8.87,25818.5,228382.031,402
1633996800000,2021-10-12,FISBRL,9.28,9.28,8.56,8.96,60866.9,540713.746,773
1633910400000,2021-10-11,FISBRL,9.81,10.81,9.17,9.29,90530.9,884542.953,1116
1633824000000,2021-10-10,FISBRL,9.41,12.1,9.1,9.68,128611.6,1348329.675,1799
1633737600000,2021-10-09,FISBRL,9.34,9.55,8.8,9.46,51842.6,478514.57,639
1633651200000,2021-10-08,FISBRL,8.6,10.03,8.58,9.38,90316.3,841348.927,1029
1633564800000,2021-10-07,FISBRL,8.29,9.55,8.07,8.64,130112.2,1120229.939,1630
1633478400000,2021-10-06,FISBRL,8.59,8.6,7.87,8.3,48242.3,397689.142,673
1633392000000,2021-10-05,FISBRL,8.25,8.91,8.25,8.59,56033.2,477442.901,736
1633305600000,2021-10-04,FISBRL,8.28,8.37,7.94,8.25,35513.1,289584.255,460
1633219200000,2021-10-03,FISBRL,8.16,8.5,7.99,8.28,43966.8,363682.59,459
1633132800000,2021-10-02,FISBRL,8.07,8.9,7.95,8.16,76780.6,644621.27,772
1633046400000,2021-10-01,FISBRL,7.7,8.39,7.61,8.11,61763.1,490782.173,756
1632960000000,2021-09-30,FISBRL,7.64,7.84,7.53,7.68,36440.9,280468.038,510
1632873600000,2021-09-29,FISBRL,7.74,8.2,7.5,7.66,37195.6,288418.224,436
1632787200000,2021-09-28,FISBRL,7.53,8.65,7.3,7.61,204898.5,1592153.238,805
1632700800000,2021-09-27,FISBRL,7.35,8.6,7.13,7.54,95262.4,745665.953,557
1632614400000,2021-09-26,FISBRL,7.33,8.6,6.42,7.35,65896.0,489180.745,580
1632528000000,2021-09-25,FISBRL,7.59,7.79,7.29,7.33,27792.8,208139.129,278
1632441600000,2021-09-24,FISBRL,8.34,8.38,7.19,7.57,44793.6,341333.318,391
1632355200000,2021-09-23,FISBRL,8.26,8.9,7.74,8.34,77805.9,648710.881,387
1632268800000,2021-09-22,FISBRL,7.19,8.31,7.01,8.22,67137.3,504151.841,445
1632182400000,2021-09-21,FISBRL,8.01,9.45,7.13,7.16,83241.7,705190.393,658
1632096000000,2021-09-20,FISBRL,9.3,9.39,8.0,8.13,56104.0,487197.011,873
1632009600000,2021-09-19,FISBRL,9.15,11.4,9.15,9.39,146724.3,1530053.637,1627
1631923200000,2021-09-18,FISBRL,8.51,12.16,8.35,9.14,122891.5,1213480.814,1307
1631836800000,2021-09-17,FISBRL,8.87,8.98,8.24,8.7,19234.0,162406.867,242
1631750400000,2021-09-16,FISBRL,9.17,9.34,8.08,8.87,57222.3,497363.486,311
1631664000000,2021-09-15,FISBRL,8.47,9.39,8.37,8.91,79256.7,683740.687,357
1631577600000,2021-09-14,FISBRL,8.02,8.83,7.83,8.47,21247.6,177942.511,329
1631491200000,2021-09-13,FISBRL,8.97,8.97,7.51,8.01,28276.0,228169.756,365
1631404800000,2021-09-12,FISBRL,8.54,9.54,8.39,8.97,37003.2,335011.363,421
1631318400000,2021-09-11,FISBRL,8.27,8.9,8.22,8.37,29157.0,247739.233,461
1631232000000,2021-09-10,FISBRL,9.39,9.5,8.0,8.26,38988.8,339096.834,490
1631145600000,2021-09-09,FISBRL,9.45,10.0,8.91,9.39,67620.1,629650.887,711
1631059200000,2021-09-08,FISBRL,9.59,10.06,7.86,9.2,47679.2,443491.656,704
1630972800000,2021-09-07,FISBRL,12.21,12.98,9.29,9.54,59217.5,667206.413,1139
1630886400000,2021-09-06,FISBRL,12.49,12.65,11.89,12.23,49378.0,602914.987,793
1630800000000,2021-09-05,FISBRL,11.5,14.85,11.5,12.5,121262.4,1583122.955,2020
1630713600000,2021-09-04,FISBRL,11.24,11.9,11.21,11.5,27789.0,318884.555,425
1630627200000,2021-09-03,FISBRL,11.22,11.81,11.05,11.24,23987.8,272382.581,390
1630540800000,2021-09-02,FISBRL,11.43,11.58,11.05,11.28,41794.6,472790.181,501
1630454400000,2021-09-01,FISBRL,10.95,12.01,10.82,11.44,23810.9,272261.659,353
1630368000000,2021-08-31,FISBRL,11.15,11.48,10.95,10.95,18643.1,209054.801,367
1630281600000,2021-08-30,FISBRL,12.33,12.37,10.76,11.15,45305.8,530755.161,653
1630195200000,2021-08-29,FISBRL,12.38,13.49,12.0,12.28,49660.4,619992.697,767
1630108800000,2021-08-28,FISBRL,11.94,13.5,11.65,12.38,59713.3,738842.585,906
1630022400000,2021-08-27,FISBRL,11.27,14.09,10.92,11.87,61419.2,768247.844,1159
1629936000000,2021-08-26,FISBRL,11.61,12.8,11.01,11.47,33475.9,400296.698,548
1629849600000,2021-08-25,FISBRL,11.11,12.02,10.66,11.61,14590.7,166339.069,384
1629763200000,2021-08-24,FISBRL,12.8,12.9,11.04,11.1,35778.8,432782.423,752
1629676800000,2021-08-23,FISBRL,12.64,14.75,12.32,12.8,64403.7,830912.412,1255
1629590400000,2021-08-22,FISBRL,11.74,12.89,11.67,12.53,47630.4,591868.53,903
1629504000000,2021-08-21,FISBRL,12.17,12.66,11.67,11.79,78806.3,955311.569,1282
1629417600000,2021-08-20,FISBRL,11.92,13.0,11.81,12.21,108000.5,1316544.075,2184
